model,model,a,b,category_a,category_b,same_category,raw_similarity,model_centered_similarity,category_centered_similarity,group_centered_similarity,zscore_similarity,min_centered_similarity,label
glm4,glm4,en_zh_word,long_passive,translation,passive,False,0.989823,0.742800,0.062474,0.742800,0.427599,0.062474,ordinary
glm4,glm4,en_zh_word,morphological_neg,translation,negation,False,0.920799,-0.527844,-0.443154,-0.527844,0.009716,-0.527844,model_curve_artifact_candidate
glm4,glm4,en_zh_word,negated_condition,translation,logical,False,0.971997,0.500863,0.431705,0.500863,-0.068685,0.431705,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,nested_condition,translation,logical,False,0.973783,0.490924,0.261997,0.490924,0.061670,0.261997,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,nested_contrast,translation,logical,False,0.969969,0.439807,0.353226,0.439807,0.029064,0.353226,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,nested_passive,translation,passive,False,0.987963,0.700598,0.073117,0.700598,0.431454,0.073117,ordinary
glm4,glm4,en_zh_word,never,translation,negation,False,0.905594,-0.541947,0.158034,-0.541947,-0.398200,-0.541947,model_curve_artifact_candidate
glm4,glm4,en_zh_word,no_agent,translation,passive,False,0.915259,-0.530753,-0.396430,-0.530753,-0.211597,-0.530753,model_curve_artifact_candidate
glm4,glm4,en_zh_word,past_simple,translation,tense,False,0.977753,0.544849,-0.485972,0.544849,0.276845,-0.485972,category_curve_artifact_candidate
glm4,glm4,en_zh_word,perfect,translation,tense,False,0.981717,0.595046,0.373223,0.595046,0.174944,0.373223,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,poetic,translation,style,False,0.982062,0.593556,0.423848,0.593556,0.246467,0.423848,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,possessive_chain,translation,recursive,False,0.917722,-0.535132,-0.162882,-0.535132,-0.165808,-0.535132,model_curve_artifact_candidate
glm4,glm4,en_zh_word,pp_chain,translation,recursive,False,0.915468,-0.491894,0.069192,-0.491894,-0.192216,-0.491894,model_curve_artifact_candidate
glm4,glm4,en_zh_word,progressive,translation,tense,False,0.980626,0.587696,0.455558,0.587696,0.140577,0.455558,residual_stable_reuse_candidate
glm4,glm4,en_zh_word,relative_clause,translation,recursive,False,0.916445,-0.438392,0.181385,-0.438392,-0.194492,-0.438392,model_curve_artifact_candidate
glm4,glm4,en_zh_word,scope_quantifier,translation,negation,False,0.904719,-0.529038,0.096956,-0.529038,-0.428033,-0.529038,model_curve_artifact_candidate
glm4,glm4,en_zh_word,she_coref,translation,coreference,False,0.956367,0.248762,0.231212,0.248762,0.215396,0.231212,ordinary
glm4,glm4,en_zh_word,syntactic_do_not,translation,negation,False,0.909533,-0.469867,0.455300,-0.469867,-0.128187,-0.469867,model_curve_artifact_candidate
glm4,glm4,en_zh_word,target_language_switch,translation,translation,True,0.952514,0.247620,-0.677020,0.247620,0.097454,-0.677020,category_curve_artifact_candidate
glm4,glm4,en_zh_word,they_coref,translation,coreference,False,0.875152,0.017887,-0.480071,0.017887,0.057789,-0.480071,ordinary
glm4,glm4,existential_no,formal,negation,style,False,0.912809,-0.420814,-0.538685,-0.420814,0.079496,-0.538685,model_curve_artifact_candidate
glm4,glm4,existential_no,future_will,negation,tense,False,0.922157,-0.527486,-0.741486,-0.527486,0.046897,-0.741486,model_curve_artifact_candidate
glm4,glm4,existential_no,get_passive,negation,passive,False,0.987029,0.779772,-0.298536,0.779772,0.233660,-0.298536,category_curve_artifact_candidate
glm4,glm4,existential_no,he_coref,negation,coreference,False,0.923702,-0.551375,-0.189762,-0.551375,0.072131,-0.551375,model_curve_artifact_candidate
glm4,glm4,existential_no,inference,negation,logical,False,0.975297,0.626224,0.396943,0.626224,0.080523,0.396943,residual_stable_reuse_candidate
glm4,glm4,existential_no,it_coref,negation,coreference,False,0.802976,-0.490391,0.169881,-0.490391,-0.459985,-0.490391,ordinary
glm4,glm4,existential_no,lexical_not_adj,negation,negation,True,0.984712,0.773225,-0.460402,0.773225,0.380069,-0.460402,category_curve_artifact_candidate
glm4,glm4,existential_no,long_passive,negation,passive,False,0.926022,-0.686732,0.001591,-0.686732,-0.186308,-0.686732,model_curve_artifact_candidate
glm4,glm4,existential_no,morphological_neg,negation,negation,True,0.986401,0.764736,0.577578,0.764736,0.225298,0.577578,residual_stable_reuse_candidate
glm4,glm4,existential_no,negated_condition,negation,logical,False,0.916494,-0.394854,-0.517596,-0.394854,0.195149,-0.517596,model_curve_artifact_candidate
glm4,glm4,existential_no,nested_condition,negation,logical,False,0.910458,-0.597536,-0.382461,-0.597536,-0.452373,-0.597536,model_curve_artifact_candidate
glm4,glm4,existential_no,nested_contrast,negation,logical,False,0.914889,-0.467729,-0.403385,-0.467729,-0.210151,-0.467729,model_curve_artifact_candidate
glm4,glm4,existential_no,nested_passive,negation,passive,False,0.925460,-0.661233,-0.080355,-0.661233,-0.241531,-0.661233,model_curve_artifact_candidate
glm4,glm4,existential_no,never,negation,negation,True,0.986654,0.820961,-0.360040,0.820961,0.608507,-0.360040,category_curve_artifact_candidate
glm4,glm4,existential_no,no_agent,negation,passive,False,0.982318,0.716553,0.575024,0.716553,0.263163,0.575024,residual_stable_reuse_candidate
glm4,glm4,existential_no,past_simple,negation,tense,False,0.915916,-0.566405,0.701306,-0.566405,-0.031194,-0.566405,model_curve_artifact_candidate
glm4,glm4,existential_no,perfect,negation,tense,False,0.922922,-0.534412,-0.646553,-0.534412,0.091732,-0.646553,model_curve_artifact_candidate
glm4,glm4,existential_no,poetic,negation,style,False,0.927095,-0.480181,-0.266264,-0.480181,0.103090,-0.480181,model_curve_artifact_candidate
glm4,glm4,existential_no,possessive_chain,negation,recursive,False,0.979909,0.664023,0.006656,0.664023,-0.176280,0.006656,category_curve_artifact_candidate
glm4,glm4,existential_no,pp_chain,negation,recursive,False,0.979534,0.679870,-0.096653,0.679870,-0.094794,-0.096653,category_curve_artifact_candidate
glm4,glm4,existential_no,progressive,negation,tense,False,0.922911,-0.484008,-0.591332,-0.484008,0.154911,-0.591332,model_curve_artifact_candidate
glm4,glm4,existential_no,relative_clause,negation,recursive,False,0.982811,0.741761,-0.184812,0.741761,0.223894,-0.184812,category_curve_artifact_candidate
glm4,glm4,existential_no,scope_quantifier,negation,negation,True,0.981595,0.751472,-0.547496,0.751472,0.342421,-0.547496,category_curve_artifact_candidate
glm4,glm4,existential_no,she_coref,negation,coreference,False,0.899459,-0.611734,-0.135656,-0.611734,-0.066913,-0.611734,ordinary
glm4,glm4,existential_no,syntactic_do_not,negation,negation,True,0.980736,0.732802,-0.512706,0.732802,0.416593,-0.512706,category_curve_artifact_candidate
glm4,glm4,existential_no,target_language_switch,negation,translation,False,0.892605,-0.609194,0.440266,-0.609194,-0.338046,-0.609194,ordinary
glm4,glm4,existential_no,they_coref,negation,coreference,False,0.816637,-0.487973,0.290790,-0.487973,-0.371807,-0.487973,ordinary
glm4,glm4,formal,future_will,style,tense,False,0.990644,0.855876,0.735776,0.855876,0.482832,0.735776,residual_stable_reuse_candidate
glm4,glm4,formal,get_passive,style,passive,False,0.919478,-0.211747,0.103326,-0.211747,0.109876,-0.211747,model_curve_artifact_candidate
glm4,glm4,formal,he_coref,style,coreference,False,0.949652,0.128093,0.774150,0.128093,-0.059545,0.128093,ordinary
glm4,glm4,formal,inference,style,logical,False,0.877483,-0.684545,-0.293779,-0.684545,-0.197606,-0.684545,ordinary
glm4,glm4,formal,it_coref,style,coreference,False,0.799344,-0.391300,-0.730946,-0.391300,-0.364415,-0.730946,ordinary
glm4,glm4,formal,lexical_not_adj,style,negation,False,0.928023,0.007307,0.491662,0.007307,0.365036,0.007307,model_curve_artifact_candidate
glm4,glm4,formal,long_passive,style,passive,False,0.984698,0.750637,0.069229,0.750637,0.268090,0.069229,ordinary
glm4,glm4,formal,morphological_neg,style,negation,False,0.897046,-0.569724,-0.534127,-0.569724,-0.169746,-0.569724,ordinary
glm4,glm4,formal,negated_condition,style,logical,False,0.989289,0.843365,0.549994,0.843365,0.408328,0.549994,residual_stable_reuse_candidate
glm4,glm4,formal,nested_condition,style,logical,False,0.973050,0.583553,0.348373,0.583553,-0.122288,0.348373,residual_stable_reuse_candidate
glm4,glm4,formal,nested_contrast,style,logical,False,0.976532,0.647270,0.407273,0.647270,-0.013035,0.407273,residual_stable_reuse_candidate
glm4,glm4,formal,nested_passive,style,passive,False,0.987293,0.800829,0.121669,0.800829,0.291618,0.121669,ordinary
glm4,glm4,formal,never,style,negation,False,0.918491,-0.075085,0.308463,-0.075085,0.180782,-0.075085,model_curve_artifact_candidate
glm4,glm4,formal,no_agent,style,passive,False,0.885575,-0.648668,-0.531209,-0.648668,-0.109940,-0.648668,ordinary
glm4,glm4,formal,past_simple,style,tense,False,0.938240,0.003773,-0.733246,0.003773,-0.100989,-0.733246,model_curve_artifact_candidate
glm4,glm4,formal,perfect,style,tense,False,0.987722,0.805435,0.654496,0.805435,0.382938,0.654496,residual_stable_reuse_candidate
glm4,glm4,formal,poetic,style,style,True,0.978326,0.638369,0.769942,0.638369,0.177583,0.638369,residual_stable_reuse_candidate
glm4,glm4,formal,possessive_chain,style,recursive,False,0.917328,-0.224680,-0.105206,-0.224680,-0.121219,-0.224680,model_curve_artifact_candidate
glm4,glm4,formal,pp_chain,style,recursive,False,0.920211,-0.127291,0.024810,-0.127291,-0.094795,-0.127291,model_curve_artifact_candidate
glm4,glm4,formal,progressive,style,tense,False,0.988123,0.813254,0.673543,0.813254,0.395830,0.673543,residual_stable_reuse_candidate
glm4,glm4,formal,relative_clause,style,recursive,False,0.927175,-0.007703,0.223236,-0.007703,0.102121,-0.007703,model_curve_artifact_candidate
glm4,glm4,formal,scope_quantifier,style,negation,False,0.918950,-0.052540,0.358065,-0.052540,-0.000429,-0.052540,model_curve_artifact_candidate
glm4,glm4,formal,she_coref,style,coreference,False,0.917404,-0.163942,0.354181,-0.163942,-0.162203,-0.163942,model_curve_artifact_candidate
glm4,glm4,formal,syntactic_do_not,style,negation,False,0.924402,0.006337,0.276767,0.006337,0.312529,0.006337,model_curve_artifact_candidate
glm4,glm4,formal,target_language_switch,style,translation,False,0.906501,-0.237229,-0.829749,-0.237229,-0.309818,-0.829749,model_curve_artifact_candidate
glm4,glm4,formal,they_coref,style,coreference,False,0.812196,-0.394024,-0.774118,-0.394024,-0.357908,-0.774118,ordinary
glm4,glm4,future_will,get_passive,tense,passive,False,0.926334,-0.320214,0.182978,-0.320214,0.064797,-0.320214,model_curve_artifact_candidate
glm4,glm4,future_will,he_coref,tense,coreference,False,0.966194,0.280830,0.359142,0.280830,0.055296,0.280830,ordinary
glm4,glm4,future_will,inference,tense,logical,False,0.892660,-0.743396,-0.367720,-0.743396,-0.326849,-0.743396,ordinary
glm4,glm4,future_will,it_coref,tense,coreference,False,0.822445,-0.350423,-0.347199,-0.350423,-0.589739,-0.350423,ordinary
glm4,glm4,future_will,lexical_not_adj,tense,negation,False,0.930135,-0.130753,0.471437,-0.130753,0.290571,-0.130753,model_curve_artifact_candidate
glm4,glm4,future_will,long_passive,tense,passive,False,0.992979,0.843743,0.021735,0.843743,0.540525,0.021735,category_curve_artifact_candidate
glm4,glm4,future_will,morphological_neg,tense,negation,False,0.908935,-0.657663,-0.591372,-0.657663,-0.232913,-0.657663,model_curve_artifact_candidate
glm4,glm4,future_will,negated_condition,tense,logical,False,0.988710,0.814388,0.531557,0.814388,0.390167,0.531557,residual_stable_reuse_candidate
glm4,glm4,future_will,nested_condition,tense,logical,False,0.979687,0.625488,0.383876,0.625488,-0.236088,0.383876,residual_stable_reuse_candidate
glm4,glm4,future_will,nested_contrast,tense,logical,False,0.985101,0.739003,0.494138,0.739003,0.075034,0.494138,residual_stable_reuse_candidate
glm4,glm4,future_will,nested_passive,tense,passive,False,0.992721,0.838130,0.105956,0.838130,0.419450,0.105956,ordinary
glm4,glm4,future_will,never,tense,negation,False,0.922030,-0.200993,0.395156,-0.200993,0.098147,-0.200993,model_curve_artifact_candidate
glm4,glm4,future_will,no_agent,tense,passive,False,0.897246,-0.757312,-0.584784,-0.757312,-0.339717,-0.757312,ordinary
glm4,glm4,future_will,past_simple,tense,tense,True,0.955767,0.140251,-0.939366,0.140251,0.025498,-0.939366,category_curve_artifact_candidate
glm4,glm4,future_will,perfect,tense,tense,True,0.998955,0.978351,0.822230,0.978351,0.929143,0.822230,residual_stable_reuse_candidate
glm4,glm4,future_will,poetic,tense,style,False,0.984552,0.672172,0.445563,0.672172,0.269237,0.445563,residual_stable_reuse_candidate
glm4,glm4,future_will,possessive_chain,tense,recursive,False,0.923044,-0.354827,-0.149323,-0.354827,-0.251486,-0.354827,model_curve_artifact_candidate
glm4,glm4,future_will,pp_chain,tense,recursive,False,0.925368,-0.243694,0.130971,-0.243694,-0.255171,-0.243694,model_curve_artifact_candidate
glm4,glm4,future_will,progressive,tense,tense,True,0.998791,0.975870,0.822555,0.975870,0.934014,0.822555,residual_stable_reuse_candidate
glm4,glm4,future_will,relative_clause,tense,recursive,False,0.928827,-0.156784,0.153074,-0.156784,-0.025522,-0.156784,model_curve_artifact_candidate
glm4,glm4,future_will,scope_quantifier,tense,negation,False,0.920515,-0.203250,0.301791,-0.203250,-0.049518,-0.203250,model_curve_artifact_candidate
glm4,glm4,future_will,she_coref,tense,coreference,False,0.933919,-0.095709,0.236502,-0.095709,-0.082509,-0.095709,model_curve_artifact_candidate
glm4,glm4,future_will,syntactic_do_not,tense,negation,False,0.925288,-0.145083,0.527636,-0.145083,0.231797,-0.145083,model_curve_artifact_candidate
glm4,glm4,future_will,target_language_switch,tense,translation,False,0.926044,-0.141290,-0.608434,-0.141290,-0.297973,-0.608434,model_curve_artifact_candidate
glm4,glm4,future_will,they_coref,tense,coreference,False,0.835336,-0.347386,-0.488814,-0.347386,-0.469083,-0.488814,ordinary
glm4,glm4,get_passive,he_coref,passive,coreference,False,0.912022,-0.632723,0.079972,-0.632723,-0.034280,-0.632723,model_curve_artifact_candidate
glm4,glm4,get_passive,inference,passive,logical,False,0.957185,0.384424,0.323083,0.384424,0.073657,0.323083,ordinary
glm4,glm4,get_passive,it_coref,passive,coreference,False,0.790601,-0.511961,-0.016648,-0.511961,-0.220624,-0.511961,ordinary
glm4,glm4,get_passive,lexical_not_adj,passive,negation,False,0.989646,0.853481,0.102081,0.853481,0.511756,0.102081,ordinary
glm4,glm4,get_passive,long_passive,passive,passive,True,0.925701,-0.532969,-0.778949,-0.532969,-0.149129,-0.778949,model_curve_artifact_candidate
glm4,glm4,get_passive,morphological_neg,passive,negation,False,0.970918,0.532918,-0.400576,0.532918,-0.163721,-0.400576,category_curve_artifact_candidate
glm4,glm4,get_passive,negated_condition,passive,logical,False,0.922567,-0.193057,-0.297190,-0.193057,0.280779,-0.297190,model_curve_artifact_candidate
glm4,glm4,get_passive,nested_condition,passive,logical,False,0.915176,-0.390570,-0.428466,-0.390570,-0.141648,-0.428466,model_curve_artifact_candidate
glm4,glm4,get_passive,nested_contrast,passive,logical,False,0.918357,-0.296230,-0.347532,-0.296230,0.003593,-0.347532,model_curve_artifact_candidate
glm4,glm4,get_passive,nested_passive,passive,passive,True,0.926472,-0.484457,-0.733839,-0.484457,-0.241347,-0.733839,model_curve_artifact_candidate
glm4,glm4,get_passive,never,passive,negation,False,0.987852,0.839385,0.318288,0.839385,0.585835,0.318288,residual_stable_reuse_candidate
glm4,glm4,get_passive,no_agent,passive,passive,True,0.963202,0.443105,0.085287,0.443105,0.009250,0.085287,ordinary
glm4,glm4,get_passive,past_simple,passive,tense,False,0.900485,-0.699886,-0.193882,-0.699886,-0.288280,-0.699886,model_curve_artifact_candidate
glm4,glm4,get_passive,perfect,passive,tense,False,0.925430,-0.354659,0.143750,-0.354659,0.025001,-0.354659,model_curve_artifact_candidate
glm4,glm4,get_passive,poetic,passive,style,False,0.919430,-0.492117,0.036135,-0.492117,-0.109463,-0.492117,model_curve_artifact_candidate
glm4,glm4,get_passive,possessive_chain,passive,recursive,False,0.985717,0.777398,0.637103,0.777398,0.117348,0.637103,residual_stable_reuse_candidate
glm4,glm4,get_passive,pp_chain,passive,recursive,False,0.983700,0.759719,0.646661,0.759719,0.168807,0.646661,residual_stable_reuse_candidate
glm4,glm4,get_passive,progressive,passive,tense,False,0.925500,-0.311549,0.213686,-0.311549,0.084005,-0.311549,model_curve_artifact_candidate
glm4,glm4,get_passive,relative_clause,passive,recursive,False,0.989900,0.856429,0.709882,0.856429,0.405791,0.709882,residual_stable_reuse_candidate
glm4,glm4,get_passive,scope_quantifier,passive,negation,False,0.991011,0.887096,0.439225,0.887096,0.673433,0.439225,residual_stable_reuse_candidate
glm4,glm4,get_passive,she_coref,passive,coreference,False,0.884922,-0.704305,-0.036665,-0.704305,-0.363871,-0.704305,ordinary
glm4,glm4,get_passive,syntactic_do_not,passive,negation,False,0.986165,0.816872,0.119426,0.816872,0.342738,0.119426,ordinary
glm4,glm4,get_passive,target_language_switch,passive,translation,False,0.878812,-0.683207,-0.014282,-0.683207,-0.368556,-0.683207,ordinary
glm4,glm4,get_passive,they_coref,passive,coreference,False,0.799085,-0.557779,-0.130072,-0.557779,-0.417977,-0.557779,ordinary
glm4,glm4,he_coref,inference,coreference,logical,False,0.922813,-0.285896,-0.087488,-0.285896,-0.061167,-0.285896,model_curve_artifact_candidate
glm4,glm4,he_coref,it_coref,coreference,coreference,True,0.890592,0.284617,-0.852665,0.284617,-0.251388,-0.852665,ordinary
glm4,glm4,he_coref,lexical_not_adj,coreference,negation,False,0.899721,-0.686986,0.242702,-0.686986,-0.185333,-0.686986,ordinary
glm4,glm4,he_coref,long_passive,coreference,passive,False,0.978284,0.464090,0.068794,0.464090,0.131182,0.068794,ordinary
glm4,glm4,he_coref,morphological_neg,coreference,negation,False,0.918771,-0.528943,-0.323695,-0.528943,-0.161710,-0.528943,model_curve_artifact_candidate
glm4,glm4,he_coref,negated_condition,coreference,logical,False,0.958700,0.267343,0.360513,0.267343,0.224838,0.267343,ordinary
glm4,glm4,he_coref,nested_condition,coreference,logical,False,0.957860,0.192738,0.197055,0.192738,-0.312795,0.192738,ordinary
glm4,glm4,he_coref,nested_contrast,coreference,logical,False,0.954267,0.156250,0.220920,0.156250,-0.221075,0.156250,ordinary
glm4,glm4,he_coref,nested_passive,coreference,passive,False,0.976077,0.421057,0.107761,0.421057,0.159919,0.107761,ordinary
glm4,glm4,he_coref,never,coreference,negation,False,0.901021,-0.582444,0.270022,-0.582444,0.051640,-0.582444,model_curve_artifact_candidate
glm4,glm4,he_coref,no_agent,coreference,passive,False,0.923081,-0.354592,-0.304992,-0.354592,-0.002865,-0.354592,model_curve_artifact_candidate
glm4,glm4,he_coref,past_simple,coreference,tense,False,0.989999,0.801964,-0.385249,0.801964,0.481874,-0.385249,category_curve_artifact_candidate
glm4,glm4,he_coref,perfect,coreference,tense,False,0.967477,0.297314,0.314289,0.297314,0.077485,0.297314,ordinary
glm4,glm4,he_coref,poetic,coreference,style,False,0.976776,0.487566,0.805443,0.487566,0.378215,0.487566,residual_stable_reuse_candidate
glm4,glm4,he_coref,possessive_chain,coreference,recursive,False,0.903898,-0.752798,-0.065171,-0.752798,-0.509817,-0.752798,model_curve_artifact_candidate
glm4,glm4,he_coref,pp_chain,coreference,recursive,False,0.897018,-0.781094,-0.019485,-0.781094,-0.461294,-0.781094,ordinary
glm4,glm4,he_coref,progressive,coreference,tense,False,0.966279,0.297491,0.404635,0.297491,0.109503,0.297491,ordinary
glm4,glm4,he_coref,relative_clause,coreference,recursive,False,0.899353,-0.699588,0.184316,-0.699588,-0.209718,-0.699588,ordinary
glm4,glm4,he_coref,scope_quantifier,coreference,negation,False,0.900472,-0.563809,0.388549,-0.563809,-0.017676,-0.563809,model_curve_artifact_candidate
glm4,glm4,he_coref,she_coref,coreference,coreference,True,0.973933,0.570802,0.195086,0.570802,0.459715,0.195086,ordinary
glm4,glm4,he_coref,syntactic_do_not,coreference,negation,False,0.891633,-0.730503,-0.119575,-0.730503,-0.219994,-0.730503,ordinary
glm4,glm4,he_coref,target_language_switch,coreference,translation,False,0.972456,0.589488,-0.692673,0.589488,0.228553,-0.692673,category_curve_artifact_candidate
glm4,glm4,he_coref,they_coref,coreference,coreference,True,0.906928,0.355585,-0.808724,0.355585,0.024837,-0.808724,category_curve_artifact_candidate
glm4,glm4,inference,it_coref,logical,coreference,False,0.842995,-0.024445,0.150475,-0.024445,0.043957,-0.024445,ordinary
glm4,glm4,inference,lexical_not_adj,logical,negation,False,0.945384,0.275788,-0.223058,0.275788,0.008562,-0.223058,category_curve_artifact_candidate
glm4,glm4,inference,long_passive,logical,passive,False,0.907706,-0.713360,-0.637836,-0.713360,-0.317370,-0.713360,model_curve_artifact_candidate
glm4,glm4,inference,morphological_neg,logical,negation,False,0.984923,0.784283,0.446934,0.784283,0.391598,0.446934,residual_stable_reuse_candidate
glm4,glm4,inference,negated_condition,logical,logical,True,0.875653,-0.748040,-0.804161,-0.748040,-0.302550,-0.804161,ordinary
glm4,glm4,inference,nested_condition,logical,logical,True,0.889470,-0.647433,-0.780695,-0.647433,-0.202664,-0.780695,ordinary
glm4,glm4,inference,nested_contrast,logical,logical,True,0.879855,-0.737524,-0.843917,-0.737524,-0.365947,-0.843917,ordinary
glm4,glm4,inference,nested_passive,logical,passive,False,0.905373,-0.721947,-0.663519,-0.721947,-0.307799,-0.721947,model_curve_artifact_candidate
glm4,glm4,inference,never,logical,negation,False,0.944023,0.289318,-0.252294,0.289318,-0.001128,-0.252294,category_curve_artifact_candidate
glm4,glm4,inference,no_agent,logical,passive,False,0.991870,0.888531,0.792035,0.888531,0.521989,0.792035,residual_stable_reuse_candidate
glm4,glm4,inference,past_simple,logical,tense,False,0.922762,-0.192778,0.424775,-0.192778,-0.172521,-0.192778,model_curve_artifact_candidate
glm4,glm4,inference,perfect,logical,tense,False,0.894086,-0.742675,-0.399090,-0.742675,-0.340579,-0.742675,ordinary
glm4,glm4,inference,poetic,logical,style,False,0.900289,-0.668711,-0.256527,-0.668711,-0.341959,-0.668711,model_curve_artifact_candidate
glm4,glm4,inference,possessive_chain,logical,recursive,False,0.962026,0.462035,0.677188,0.462035,0.245160,0.462035,residual_stable_reuse_candidate
glm4,glm4,inference,pp_chain,logical,recursive,False,0.954221,0.378877,0.603420,0.378877,0.175556,0.378877,ordinary
glm4,glm4,inference,progressive,logical,tense,False,0.890581,-0.746845,-0.428469,-0.746845,-0.375850,-0.746845,ordinary
glm4,glm4,inference,relative_clause,logical,recursive,False,0.943570,0.249374,0.389669,0.249374,-0.025895,0.249374,ordinary
glm4,glm4,inference,scope_quantifier,logical,negation,False,0.942253,0.277918,-0.229544,0.277918,0.116673,-0.229544,category_curve_artifact_candidate
glm4,glm4,inference,she_coref,logical,coreference,False,0.908799,-0.234658,-0.184108,-0.234658,-0.214192,-0.234658,model_curve_artifact_candidate
glm4,glm4,inference,syntactic_do_not,logical,negation,False,0.933929,0.163662,-0.417941,0.163662,-0.199311,-0.417941,category_curve_artifact_candidate
glm4,glm4,inference,target_language_switch,logical,translation,False,0.920452,-0.013083,0.346697,-0.013083,0.145266,-0.013083,model_curve_artifact_candidate
glm4,glm4,inference,they_coref,logical,coreference,False,0.859717,0.021244,0.299230,0.021244,0.149359,0.021244,ordinary
glm4,glm4,it_coref,lexical_not_adj,coreference,negation,False,0.757174,-0.676458,-0.269653,-0.676458,-0.396481,-0.676458,ordinary
glm4,glm4,it_coref,long_passive,coreference,passive,False,0.852122,-0.158376,-0.070544,-0.158376,-0.396248,-0.158376,ordinary
glm4,glm4,it_coref,morphological_neg,coreference,negation,False,0.822226,-0.260789,0.346361,-0.260789,-0.063320,-0.260789,ordinary
glm4,glm4,it_coref,negated_condition,coreference,logical,False,0.805052,-0.366975,-0.419474,-0.366975,-0.462308,-0.419474,ordinary
glm4,glm4,it_coref,nested_condition,coreference,logical,False,0.845478,-0.078009,-0.096853,-0.078009,0.554699,-0.096853,ordinary
glm4,glm4,it_coref,nested_contrast,coreference,logical,False,0.828908,-0.196385,-0.225638,-0.196385,0.160452,-0.225638,ordinary
glm4,glm4,it_coref,nested_passive,coreference,passive,False,0.846776,-0.202060,-0.083332,-0.202060,-0.332955,-0.202060,ordinary
glm4,glm4,it_coref,never,coreference,negation,False,0.757436,-0.622320,-0.317426,-0.622320,-0.330969,-0.622320,ordinary
glm4,glm4,it_coref,no_agent,coreference,passive,False,0.840410,-0.072523,0.315620,-0.072523,-0.018774,-0.072523,ordinary
glm4,glm4,it_coref,past_simple,coreference,tense,False,0.902652,0.407508,0.408153,0.407508,-0.176604,0.407508,residual_stable_reuse_candidate
glm4,glm4,it_coref,perfect,coreference,tense,False,0.825670,-0.331719,-0.359083,-0.331719,-0.576969,-0.359083,ordinary
glm4,glm4,it_coref,poetic,coreference,style,False,0.840882,-0.199721,-0.850148,-0.199721,-0.398909,-0.850148,ordinary
glm4,glm4,it_coref,possessive_chain,coreference,recursive,False,0.790716,-0.494216,0.131858,-0.494216,0.280450,-0.494216,ordinary
glm4,glm4,it_coref,pp_chain,coreference,recursive,False,0.777847,-0.545624,0.042776,-0.545624,0.235146,-0.545624,ordinary
glm4,glm4,it_coref,progressive,coreference,tense,False,0.818818,-0.368109,-0.438027,-0.368109,-0.625770,-0.438027,ordinary
glm4,glm4,it_coref,relative_clause,coreference,recursive,False,0.757468,-0.678179,-0.242394,-0.678179,-0.193346,-0.678179,ordinary
glm4,glm4,it_coref,scope_quantifier,coreference,negation,False,0.751590,-0.646814,-0.292781,-0.646814,-0.200338,-0.646814,ordinary
glm4,glm4,it_coref,she_coref,coreference,coreference,True,0.955614,0.832225,-0.320336,0.832225,0.035402,-0.320336,category_curve_artifact_candidate
glm4,glm4,it_coref,syntactic_do_not,coreference,negation,False,0.768007,-0.542166,0.068698,-0.542166,-0.233793,-0.542166,ordinary
glm4,glm4,it_coref,target_language_switch,coreference,translation,False,0.948156,0.762787,0.705628,0.762787,0.300750,0.705628,residual_stable_reuse_candidate
glm4,glm4,it_coref,they_coref,coreference,coreference,True,0.985779,0.936790,0.763800,0.936790,0.552328,0.763800,residual_stable_reuse_candidate
glm4,glm4,lexical_not_adj,long_passive,negation,passive,False,0.923885,-0.406190,0.067146,-0.406190,-0.128085,-0.406190,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,morphological_neg,negation,negation,True,0.964261,0.479152,-0.467469,0.479152,-0.080941,-0.467469,category_curve_artifact_candidate
glm4,glm4,lexical_not_adj,negated_condition,negation,logical,False,0.926732,-0.032757,0.321077,-0.032757,0.389210,-0.032757,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,nested_condition,negation,logical,False,0.911121,-0.327967,0.216979,-0.327967,-0.253204,-0.327967,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,nested_contrast,negation,logical,False,0.919376,-0.168702,0.289871,-0.168702,-0.066591,-0.168702,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,nested_passive,negation,passive,False,0.924238,-0.371737,0.024699,-0.371737,-0.280526,-0.371737,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,never,negation,negation,True,0.987937,0.847084,-0.142834,0.847084,0.548106,-0.142834,category_curve_artifact_candidate
glm4,glm4,lexical_not_adj,no_agent,negation,passive,False,0.954850,0.373839,-0.422447,0.373839,0.132874,-0.422447,category_curve_artifact_candidate
glm4,glm4,lexical_not_adj,past_simple,negation,tense,False,0.886827,-0.760594,-0.509556,-0.760594,-0.429258,-0.760594,ordinary
glm4,glm4,lexical_not_adj,perfect,negation,tense,False,0.929275,-0.159135,0.480583,-0.159135,0.244958,-0.159135,model_curve_artifact_candidate
glm4,glm4,lexical_not_adj,poetic,negation,style,False,0.922243,-0.299261,0.269743,-0.299261,0.035082,-0.299261,model_curve_artifact_candidate
